"Input number 598957743 with intial rewrite term caaabbbabbaabbababbbbabababbbbd
Generated final number 1 with final rewrite term cd
Number of steps: 8617  Number of array doubles: 1"
Term	Number
cbaababbbbaaaaaaababbbbbaabbaabbbababaagbbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbbababafabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbbababebabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbbabafbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbbabebbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbbafbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbbebbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabbfbbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaabgabbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbaagbabbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbafababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabbebababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaabfbbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbaagabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbafaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbbebaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbbfbbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbbgabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababbgbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaababgbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaabagbbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaabfabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaaagaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaafaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaaebaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaaeabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaaeaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaaeaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbaeaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbbeaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbbfbaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababbgabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaababgbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaabagbbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaabfabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbaagaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbafaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cbebaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
cfbbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbbd	336040637071103
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbbgd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbbgbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbbgbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbbgbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbbgbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabbgbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbabgbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbagbbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbbfabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbbgaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbbgbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbbgbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababbgbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbababgbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbabagbbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbabfabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbagaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabbfaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaabgaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbaagbaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbafabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabbebabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbabfbbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbagabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbbfaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabbgaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaabgbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaaagbbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaafabbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabaebabbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaabeababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaafbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaaebbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaaeabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaaeaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabaeaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbabeaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbafbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabbebbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaabfbbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaaagabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaafaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbaebaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabbeabaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caabfbabaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
caagababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
cafaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
cebaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbbd	504060955606655
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbbgd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbbgbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbbgbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabbbgbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabbgbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaabgbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbaagbbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbafabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbbebabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbbfbbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbbgabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabbgbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaabgbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaaagbbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaafabbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaaebabbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabaeababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbabeaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbafbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabbebbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaabfbbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaaagabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaafaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbaebaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababbeabaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbababfbabaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbabagababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbabfaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbagaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabbfaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaabgaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaaagbaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaafabaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaaebabaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbaeababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbbeaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabbfbaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaabgabaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababaagbabaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababafababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaababebababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaabafbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaabebbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaafbbbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbaebbbbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbbeabbbbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cbfbabbbbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cgababbbbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cabababbbbbababaababaaaaababaabbbaababbbabbabbbbbbd	756091433409983
cabababbbbbababaababaaaaababaabbbaababbbabbabbbbbgd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabbabbbbgbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabbabbbgbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabbabbgbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabbabgbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabbagbbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabbfabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbabgaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbagbaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbbfabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababbgaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaababgbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaabagbbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaabfabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbaagaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbafaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbbebaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabbfbbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaabgabbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababaagbabbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababafababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaababebababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaabafbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaabebbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaafbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaaebbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaaeabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaaeaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababaeaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaababeaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaabafbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaabebbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaafbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababaebbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbababeabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbabafbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbabebbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbafbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbbebbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbbfbbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbbgabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababbgbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabababgbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cababagbbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cababfabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabagaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cabfaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cagaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
cfaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbbd	1134137150114975
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbbgd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbbgbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabbgbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaabgbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabaagbbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabafabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaabebabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaafbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbaebbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabbeabbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaabfbabbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaaagababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaafaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbaebaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababbeabaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbababfbabaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbabagababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbabfaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbagaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbbfaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbbgaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbbgbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabbgbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaabgbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaaagbbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaafabbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaaebabbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbaeababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbbeaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbbfbaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabbgabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbabgbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbagbbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbbfabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbbgaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbbgbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabbgbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbabgbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbagbbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbbfabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabbgaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaabgbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaaagbbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaafabbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaaebabbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaaeababbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaaeaababbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caaeaaababbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
caeaaaababbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
ceaaaaababbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbbabbbbd	1701205725172463
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbbabbbgd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbbabbgbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbbabgbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbbagbbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbbfabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababbgaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaababgbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaabagbbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaabfabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababaagaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababafaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaababebaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaabafbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaabebbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaafbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaaebbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaaeabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaaeaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbaeaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbbeaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbbfbaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababbgabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaababgbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaabagbbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaabfabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabaagaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabafaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbabebaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbafbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabbebbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaabfbbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbaagabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbafaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbbebaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbbfbbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabbgabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaabgbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbaagbbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbafabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababbebabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaababfbbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaabagabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaabfaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaaagaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaafaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaaebaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaaeabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbaeaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cbeaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
cfbaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbbd	2551808587758695
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabbgd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaabgbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbaagbbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbafabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabbebabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaabfbbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaaagabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaafaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbaebaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbbeabaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbbfbabaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbbgababaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabbgbababaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaabgbbababaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaaagbbbababaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaafabbbababaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaaebabbbababaabbabbd	3827712881638043
caabaaabaaaabbabbabbaabbbbaaabbabaeababbbababaabbabbd	3827712881638043
